86617,86822,86823,86842,91340,86579,86781,86782,86783,86800,86801,86803,86860,86861,86862,91184,91185,86780,86918,86919,86938,86939,86940,86941,86784,86921,86922,86937,91338,91339,86821,86971,86972,86824,86838,86839,86840,86841,86953,86954,86955,86956,86957,86973,86763,86764,86746,86747,86748,86920,86897,86744,86745,86990,87008,87009,86878,86879,86880,87005,87006,87007,86657,86820,86858,86859,86899,86900,86902,86881,86765,86766,86767,86901,86917,86541,86974,86975,91192,91193,91194,91195,91189,91337,86558,86521,90554,86596,86635,90555,91145,85606,86591,86592,86593,86584,86630,86631,86622,91179,86546,86553,86554,86632,86669,86670,86671,86662,85797,85713,86692,86693,86694,86695,90124
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.99,7.9,3.4,2.9,2.5,0.0,7.9,2.6,2.4,2.4,2.5,7.9,3.4,2.9,2.5,0.0,7.9,2.6,2.5,7.9,3.0,3.3,2.7,0.0,7.9,2.3,2.7,2.6,2.6,7.9,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,7.9,8.8,8.8,2.9,2.2,2.6,7.9,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,7.9,8.8,2.2,2.8,2.6,2.5,7.9,8.8,2.2,2.8,2.6,2.5,0,5222337,5015362,0,1,2.4,2.4,7.9,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.94,7.8,3.4,2.9,2.5,0.0,7.8,2.6,2.4,2.4,2.5,7.8,3.4,2.9,2.5,0.0,7.8,2.6,2.5,7.8,3.0,3.3,2.7,0.0,7.8,2.3,2.7,2.6,2.6,7.8,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,7.8,8.8,8.8,2.9,2.2,2.6,7.8,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,7.8,8.8,2.2,2.8,2.6,2.5,7.8,8.8,2.2,2.8,2.6,2.5,0,5222416,5015362,0,1,2.4,2.4,7.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.99,8.7,3.4,2.9,2.5,0.0,8.7,2.6,2.4,2.4,2.5,8.7,3.4,2.9,2.5,0.0,8.7,2.6,2.5,8.7,3.0,3.3,2.7,0.0,8.7,2.3,2.7,2.6,2.6,8.7,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,8.7,8.8,8.8,2.9,2.2,2.6,8.7,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,8.7,8.8,2.2,2.8,2.6,2.5,8.7,8.8,2.2,2.8,2.6,2.5,0,5222416,5015362,0,1,2.4,2.4,8.7,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.94,8.6,3.4,2.9,2.5,0.0,8.6,2.6,2.4,2.4,2.5,8.6,3.4,2.9,2.5,0.0,8.6,2.6,2.5,8.7,3.0,3.3,2.7,0.0,8.7,2.3,2.7,2.6,2.6,8.7,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,8.6,8.8,8.8,2.9,2.2,2.6,8.6,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,8.7,8.8,2.2,2.8,2.6,2.5,8.7,8.8,2.2,2.8,2.6,2.5,0,5222525,5015362,0,1,2.4,2.4,8.7,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.86,18.03,17.99,8.1,3.4,2.9,2.5,0.0,8.1,2.6,2.5,2.4,2.4,8.1,3.4,2.9,2.5,0.0,8.1,2.6,2.4,8.1,3.0,3.3,2.7,0.0,8.1,2.3,2.7,2.6,2.6,8.1,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,8.1,8.8,8.8,2.9,2.2,2.6,8.1,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,8.1,8.7,2.2,2.8,2.6,2.5,8.1,8.7,2.2,2.8,2.6,2.5,0,5222223,5015362,0,1,2.5,2.4,8.1,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.86,18.03,17.99,7.8,3.4,2.9,2.5,0.0,7.8,2.6,2.5,2.4,2.4,7.8,3.4,2.9,2.5,0.0,7.8,2.6,2.4,7.8,3.0,3.3,2.7,0.0,7.8,2.3,2.7,2.6,2.6,7.8,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,7.8,8.8,8.8,2.9,2.2,2.6,7.8,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,7.8,8.7,2.2,2.8,2.6,2.5,7.8,8.7,2.2,2.8,2.6,2.5,0,5222223,5015362,0,1,2.5,2.4,7.8,2.7,2.4,2.6,2.6,8.7,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.99,8.3,3.4,2.9,2.5,0.0,8.3,2.6,2.4,2.4,2.5,8.3,3.4,2.9,2.5,0.0,8.3,2.6,2.5,8.3,3.0,3.3,2.7,0.0,8.3,2.3,2.7,2.6,2.6,8.3,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,8.3,8.8,8.8,2.9,2.2,2.6,8.3,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,8.3,8.8,2.2,2.8,2.6,2.5,8.3,8.8,2.2,2.8,2.6,2.5,0,5222416,5015362,0,1,2.4,2.4,8.3,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.9,18.07,17.99,8.5,3.4,2.9,2.5,0.0,8.5,2.6,2.5,2.4,2.4,8.5,3.4,2.9,2.5,0.0,8.5,2.6,2.5,8.5,3.0,3.3,2.7,0.0,8.5,2.4,2.7,2.6,2.6,8.5,3.0,3.3,2.7,0.0,2.4,2.7,2.6,2.6,8.8,2.9,2.2,2.6,8.5,8.8,8.8,2.9,2.2,2.6,8.5,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,8.5,8.8,2.2,2.8,2.6,2.5,8.5,8.8,2.2,2.8,2.6,2.5,0,5222223,5015362,0,1,2.5,2.4,8.5,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,18.61,17.82,18.03,17.99,7.7,3.4,2.9,2.5,0.0,7.7,2.6,2.4,2.4,2.5,7.7,3.4,2.9,2.5,0.0,7.7,2.6,2.5,7.7,3.0,3.3,2.7,0.0,7.7,2.3,2.7,2.6,2.6,7.7,3.0,3.3,2.7,0.0,2.3,2.7,2.6,2.6,8.8,2.9,2.2,2.6,7.7,8.8,8.8,2.9,2.2,2.6,7.7,8.8,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5,7.7,8.8,2.2,2.8,2.6,2.5,7.7,8.8,2.2,2.8,2.6,2.5,0,5222337,5015362,0,1,2.4,2.4,7.7,2.7,2.4,2.6,2.6,8.8,2.4,2.7,2.5
